Owner,Name,Type,Default Value,Unit,RecommendedValueType,Documentation,OriginalProperty,PropertyGroup,Provenance,IdentificationKey,SourceName,SourceURL
GS2678BuckConverter,outputVoltageRange,String,3.3 to 25,V,String,Adjustable.,output_voltage_range,Electrical / Mechanical,manufacturer-stated,GS2678BuckConverter::outputVoltageRange,DFRobot / BillieBot repo,https://wiki.dfrobot.com/dfr0205/
GS2678BuckConverter,constantOutputCurrentAt5v,Real,5,A,Current_A,DFRobot specified at 5 V.,constant_output_current_at_5v,Electrical / Mechanical,manufacturer-stated,GS2678BuckConverter::constantOutputCurrentAt5v,DFRobot / BillieBot repo,https://wiki.dfrobot.com/dfr0205/
GS2678BuckConverter,maximumOutputPower,Real,25,W,Power_W,Module rating.,maximum_output_power,Electrical / Mechanical,manufacturer-stated,GS2678BuckConverter::maximumOutputPower,DFRobot / BillieBot repo,https://wiki.dfrobot.com/dfr0205/
GS2678BuckConverter,switchingFrequency,Real,350,kHz,Frequency_kHz,Switching frequency.,switching_frequency,Electrical / Mechanical,manufacturer-stated,GS2678BuckConverter::switchingFrequency,DFRobot / BillieBot repo,https://wiki.dfrobot.com/dfr0205/
GS2678BuckConverter,dimensions,String,46 x 50 x 20,mm,String,Module size.,dimensions,Electrical / Mechanical,manufacturer-stated,GS2678BuckConverter::dimensions,DFRobot / BillieBot repo,https://wiki.dfrobot.com/dfr0205/
GS2678BuckConverter,billiebotOutputVoltage,Real,5,V,Voltage_V,Repo uses this module for the 5 V accessory rail.,billiebot_output_voltage,Electrical / Mechanical,repo-configuration,GS2678BuckConverter::billiebotOutputVoltage,DFRobot / BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
PololuD24V90F5Regulator,inputVoltageRange,String,5 to 38,V,String,Operating input range.,input_voltage_range,Electrical / Mechanical,manufacturer-stated,PololuD24V90F5Regulator::inputVoltageRange,Pololu,https://www.pololu.com/product/2866/specs
PololuD24V90F5Regulator,outputVoltage,Real,5,V,Voltage_V,Fixed output; 4% accuracy.,output_voltage,Electrical / Mechanical,manufacturer-stated,PololuD24V90F5Regulator::outputVoltage,Pololu,https://www.pololu.com/product/2866/specs
PololuD24V90F5Regulator,continuousOutputCurrent,Real,9,A,Current_A,Typical headline rating; actual continuous current is thermally limited.,continuous_output_current,Electrical / Mechanical,manufacturer-stated,PololuD24V90F5Regulator::continuousOutputCurrent,Pololu,https://www.pololu.com/product/2866/specs
PololuD24V90F5Regulator,efficiencyTypical,String,80 to 95,%,String,Depends on input voltage and load.,efficiency_typical,Electrical / Mechanical,manufacturer-stated,PololuD24V90F5Regulator::efficiencyTypical,Pololu,https://www.pololu.com/product/2866/specs
PololuD24V90F5Regulator,dimensions,String,40.6 x 20.3 x 7.6,mm,String,1.6 x 0.8 x 0.3 in.,dimensions,Electrical / Mechanical,manufacturer-stated,PololuD24V90F5Regulator::dimensions,Pololu,https://www.pololu.com/product/2866/specs
PololuD24V90F5Regulator,mass,Real,4.8,g,Mass_g,Without included hardware.,mass,Electrical / Mechanical,manufacturer-stated,PololuD24V90F5Regulator::mass,Pololu,https://www.pololu.com/product/2866/specs
PololuD24V90F5Regulator,role,String,reserved 5 V actuator / treat-dispenser rail,,String,"Explicitly reserved for future actuator headroom, not required by MVP.",role,BillieBot configuration,repo-design,PololuD24V90F5Regulator::role,System Design,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
OpalGLSFT1200Router,dimensions,String,118 x 85 x 30,mm,String,Official product page.,dimensions,Mechanical,manufacturer-stated,OpalGLSFT1200Router::dimensions,GL.iNet,https://www.gl-inet.com/products/gl-sft1200/
OpalGLSFT1200Router,mass,Real,145,g,Mass_g,Official product page.,mass,Mechanical,manufacturer-stated,OpalGLSFT1200Router::mass,GL.iNet,https://www.gl-inet.com/products/gl-sft1200/
OpalGLSFT1200Router,powerInput,String,5 V / 3 A,,String,USB-C input.,power_input,Electrical,manufacturer-stated,OpalGLSFT1200Router::powerInput,GL.iNet,https://www.gl-inet.com/products/gl-sft1200/
OpalGLSFT1200Router,powerConsumption,String,<6,W,String,Manufacturer limit/claim.,power_consumption,Electrical,manufacturer-stated,OpalGLSFT1200Router::powerConsumption,GL.iNet,https://www.gl-inet.com/products/gl-sft1200/
OpalGLSFT1200Router,cpu,String,SF19A28 dual-core @ 1 GHz,,String,Router CPU.,cpu,Compute,manufacturer-stated,OpalGLSFT1200Router::cpu,GL.iNet,https://www.gl-inet.com/products/gl-sft1200/
OpalGLSFT1200Router,memory,Integer,128,MB,Integer,DDR3.,memory,Compute,manufacturer-stated,OpalGLSFT1200Router::memory,GL.iNet,https://www.gl-inet.com/products/gl-sft1200/
OpalGLSFT1200Router,storage,Integer,128,MB,Integer,SPI NAND.,storage,Compute,manufacturer-stated,OpalGLSFT1200Router::storage,GL.iNet,https://www.gl-inet.com/products/gl-sft1200/
OpalGLSFT1200Router,wifiProtocol,String,IEEE 802.11a/b/g/n/ac,,String,Dual-band Wi-Fi.,wifi_protocol,Networking,manufacturer-stated,OpalGLSFT1200Router::wifiProtocol,GL.iNet,https://www.gl-inet.com/products/gl-sft1200/
OpalGLSFT1200Router,wifiSpeed24ghz,Real,300,Mbps,DataRate_Mbps,Maximum PHY rate.,wifi_speed_2_4ghz,Networking,manufacturer-stated,OpalGLSFT1200Router::wifiSpeed24ghz,GL.iNet,https://www.gl-inet.com/products/gl-sft1200/
OpalGLSFT1200Router,wifiSpeed5ghz,Real,867,Mbps,DataRate_Mbps,Maximum PHY rate.,wifi_speed_5ghz,Networking,manufacturer-stated,OpalGLSFT1200Router::wifiSpeed5ghz,GL.iNet,https://www.gl-inet.com/products/gl-sft1200/
OpalGLSFT1200Router,ethernetSpeed,Real,1000,Mbps,DataRate_Mbps,Gigabit Ethernet ports.,ethernet_speed,Networking,manufacturer-stated,OpalGLSFT1200Router::ethernetSpeed,GL.iNet,https://www.gl-inet.com/products/gl-sft1200/
OpalGLSFT1200Router,operatingTemperature,String,0 to 40,degC,String,Working temperature.,operating_temperature,Environmental,manufacturer-stated,OpalGLSFT1200Router::operatingTemperature,GL.iNet,https://www.gl-inet.com/products/gl-sft1200/
RaspberryPiCameraModule2,sensorModel,String,Sony IMX219,,String,Repo lists Pi Camera v2 as optional spare/rear/dock camera.,sensor_model,Identification,manufacturer-stated,RaspberryPiCameraModule2::sensorModel,Raspberry Pi / System Design,https://www.raspberrypi.com/documentation/accessories/camera.html; https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
RaspberryPiCameraModule2,dimensions,String,25 x 24 x 9,mm,String,Approximate.,dimensions,Mechanical,manufacturer-stated,RaspberryPiCameraModule2::dimensions,Raspberry Pi / System Design,https://www.raspberrypi.com/documentation/accessories/camera.html; https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
RaspberryPiCameraModule2,mass,Real,3,g,Mass_g,Official Raspberry Pi camera table.,mass,Mechanical,manufacturer-stated,RaspberryPiCameraModule2::mass,Raspberry Pi / System Design,https://www.raspberrypi.com/documentation/accessories/camera.html; https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
RaspberryPiCameraModule2,resolution,String,3280 x 2464,pixels,String,8 MP sensor.,resolution,Optical,manufacturer-stated,RaspberryPiCameraModule2::resolution,Raspberry Pi / System Design,https://www.raspberrypi.com/documentation/accessories/camera.html; https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
RaspberryPiCameraModule2,pixelPitch,String,1.12 x 1.12,um,String,Pixel size.,pixel_pitch,Optical,manufacturer-stated,RaspberryPiCameraModule2::pixelPitch,Raspberry Pi / System Design,https://www.raspberrypi.com/documentation/accessories/camera.html; https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
RaspberryPiCameraModule2,fovHorizontal,Real,62.2,deg,Angle_deg,Standard module.,fov_horizontal,Optical,manufacturer-stated,RaspberryPiCameraModule2::fovHorizontal,Raspberry Pi / System Design,https://www.raspberrypi.com/documentation/accessories/camera.html; https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
RaspberryPiCameraModule2,fovVertical,Real,48.8,deg,Angle_deg,Standard module.,fov_vertical,Optical,manufacturer-stated,RaspberryPiCameraModule2::fovVertical,Raspberry Pi / System Design,https://www.raspberrypi.com/documentation/accessories/camera.html; https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
RaspberryPiCameraModule2,focalLength,Real,3.04,mm,Length_mm,Standard module.,focal_length,Optical,manufacturer-stated,RaspberryPiCameraModule2::focalLength,Raspberry Pi / System Design,https://www.raspberrypi.com/documentation/accessories/camera.html; https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
RaspberryPiCameraModule2,fNumber,Real,2,,Real,Focal ratio.,f_number,Optical,manufacturer-stated,RaspberryPiCameraModule2::fNumber,Raspberry Pi / System Design,https://www.raspberrypi.com/documentation/accessories/camera.html; https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
RaspberryPiCameraModule2,focusRange,String,0.10 to infinity,m,String,Adjustable focus.,focus_range,Optical,manufacturer-stated,RaspberryPiCameraModule2::focusRange,Raspberry Pi / System Design,https://www.raspberrypi.com/documentation/accessories/camera.html; https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
SPH0645I2SMicrophone,interface,String,I2S PCM,,String,Digital bottom-port MEMS microphone.,interface,Acoustic / Electrical,manufacturer-stated,SPH0645I2SMicrophone::interface,Knowles / System Design,https://investor.knowles.com/news/news-details/2015/Knowles-Introduces-the-Markets-Smallest-and-Most-Power-Efficient-Digital-MEMS-Microphone-with-I2S-Interface-06-02-2015/default.aspx; https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
SPH0645I2SMicrophone,signalToNoiseRatio,Real,65,dBA,Level_dBA,Nominal.,signal_to_noise_ratio,Acoustic / Electrical,manufacturer-stated,SPH0645I2SMicrophone::signalToNoiseRatio,Knowles / System Design,https://investor.knowles.com/news/news-details/2015/Knowles-Introduces-the-Markets-Smallest-and-Most-Power-Efficient-Digital-MEMS-Microphone-with-I2S-Interface-06-02-2015/default.aspx; https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
SPH0645I2SMicrophone,bandwidth,Real,18,kHz,Frequency_kHz,Knowles published technical data.,bandwidth,Acoustic / Electrical,manufacturer-stated,SPH0645I2SMicrophone::bandwidth,Knowles / System Design,https://investor.knowles.com/news/news-details/2015/Knowles-Introduces-the-Markets-Smallest-and-Most-Power-Efficient-Digital-MEMS-Microphone-with-I2S-Interface-06-02-2015/default.aspx; https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
SPH0645I2SMicrophone,currentConsumption,Real,600,uA,Current_uA,Published power-consumption current.,current_consumption,Acoustic / Electrical,manufacturer-stated,SPH0645I2SMicrophone::currentConsumption,Knowles / System Design,https://investor.knowles.com/news/news-details/2015/Knowles-Introduces-the-Markets-Smallest-and-Most-Power-Efficient-Digital-MEMS-Microphone-with-I2S-Interface-06-02-2015/default.aspx; https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
SPH0645I2SMicrophone,dimensions,String,3.50 x 2.65 x 0.98,mm,String,MEMS package dimensions.,dimensions,Acoustic / Electrical,manufacturer-stated,SPH0645I2SMicrophone::dimensions,Knowles / System Design,https://investor.knowles.com/news/news-details/2015/Knowles-Introduces-the-Markets-Smallest-and-Most-Power-Efficient-Digital-MEMS-Microphone-with-I2S-Interface-06-02-2015/default.aspx; https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
IRIlluminator850nm,wavelength,Real,850,nm,Length_nm,Repo explicitly identifies an 850 nm illuminator as a NoIR-camera hardware gap; exact module is not selected.,wavelength,Optical,repo-design,IRIlluminator850nm::wavelength,System Design,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
IRIlluminator850nm,powerEstimate,String,1 to 3,W,String,Repo gives an approximate 1–3 W accessory-rail allowance; select a real module before treating this as a product specification.,power_estimate,Electrical,engineering-estimate,IRIlluminator850nm::powerEstimate,System Design,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
IRIlluminator850nm,supplyRail,Real,5,V,Voltage_V,Planned 5 V accessory rail with GPIO/MOSFET switching.,supply_rail,Electrical,repo-design,IRIlluminator850nm::supplyRail,System Design,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
NVMeSSD500GB,capacity,Integer,500,GB,Integer,Repo specifies a 500 GB NVMe SSD with the Jetson but not the drive model/SKU.,capacity,Storage,repo-design,NVMeSSD500GB::capacity,System Design,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
NVMeSSD500GB,interface,String,NVMe over M.2 Key-M / PCIe,,String,Jetson developer kit provides an M.2 Key-M slot; exact drive generation and power are unresolved.,interface,Interface,repo-design,NVMeSSD500GB::interface,System Design,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
USBHub,model,String,unspecified,,String,"Repo allocates a USB hub to the Raspberry Pi 5 but does not identify make/model, port count, power mode, dimensions, or current rating.",model,Identification,unresolved,USBHub::model,System Design,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
BatterySenseVoltageDivider,dividerRatio,Real,6,:1,Ratio,Software assumes battery voltage is approximately six times ADC-node voltage; current repo notes require physical resistor verification.,divider_ratio,Electrical,repo-configuration,BatterySenseVoltageDivider::dividerRatio,base_driver.yaml / MEASURE_ME.md,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_base/config/base_driver.yaml; https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/MEASURE_ME.md
BatterySenseVoltageDivider,arduinoAdcPin,String,A0,,String,Sensor Nano reads the divider midpoint on A0.,arduino_adc_pin,Interface,repo-configuration,BatterySenseVoltageDivider::arduinoAdcPin,Sensor Nano README,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_sensor_tests/firmware/sensor_nano/README.md
BatterySenseVoltageDivider,batteryStreamRate,Real,5,Hz,Frequency_Hz,Sensor Nano emits averaged raw ADC count at 5 Hz.,battery_stream_rate,Timing,repo-configuration,BatterySenseVoltageDivider::batteryStreamRate,Sensor Nano README,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_sensor_tests/firmware/sensor_nano/README.md
