component,category,subsystem,scope,quantity,property_group,property,value,units,value_type,provenance,notes,source_name,source_url
Venom 3S LiPo Battery 11.1 V 4000 mAh 20C (repo baseline),Battery,Power,on_robot_repo_baseline,1,BillieBot configuration,critical_voltage_threshold,9.9,V,number,repo-configuration,3.3 V/cell critical threshold.,BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_base/config/base_driver.yaml
GeeekPi USB-C PD Power Board (exact SKU unspecified),DC power converter,Power,on_robot_baseline,1,Electrical,input_voltage_nominal,12,V,number,repo-design,Repo design value; exact board SKU is not identified.,System Design,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
GeeekPi USB-C PD Power Board (exact SKU unspecified),DC power converter,Power,on_robot_baseline,1,Electrical,output_voltage,5,V,number,repo-design,USB-C PD output used for Raspberry Pi 5.,System Design,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
GeeekPi USB-C PD Power Board (exact SKU unspecified),DC power converter,Power,on_robot_baseline,1,Electrical,output_current_max,5,A,number,repo-design,Repo design value.,System Design,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
GeeekPi USB-C PD Power Board (exact SKU unspecified),DC power converter,Power,on_robot_baseline,1,Electrical,output_power_max,25,W,number,calculated,Calculated from 5 V x 5 A.,System Design,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
DFRobot GS2678 DC-DC Converter Module (DFR0205),DC-DC buck converter,Power,on_robot_baseline,1,Electrical / Mechanical,input_voltage_range,3.6 to 25,V,range,manufacturer-stated,Input must remain above selected output voltage.,DFRobot / BillieBot repo,https://wiki.dfrobot.com/dfr0205/
DFRobot GS2678 DC-DC Converter Module (DFR0205),DC-DC buck converter,Power,on_robot_baseline,1,Electrical / Mechanical,output_voltage_range,3.3 to 25,V,range,manufacturer-stated,Adjustable.,DFRobot / BillieBot repo,https://wiki.dfrobot.com/dfr0205/
DFRobot GS2678 DC-DC Converter Module (DFR0205),DC-DC buck converter,Power,on_robot_baseline,1,Electrical / Mechanical,constant_output_current_at_5v,5,A,number,manufacturer-stated,DFRobot specified at 5 V.,DFRobot / BillieBot repo,https://wiki.dfrobot.com/dfr0205/
DFRobot GS2678 DC-DC Converter Module (DFR0205),DC-DC buck converter,Power,on_robot_baseline,1,Electrical / Mechanical,maximum_output_power,25,W,number,manufacturer-stated,Module rating.,DFRobot / BillieBot repo,https://wiki.dfrobot.com/dfr0205/
DFRobot GS2678 DC-DC Converter Module (DFR0205),DC-DC buck converter,Power,on_robot_baseline,1,Electrical / Mechanical,switching_frequency,350,kHz,number,manufacturer-stated,Switching frequency.,DFRobot / BillieBot repo,https://wiki.dfrobot.com/dfr0205/
DFRobot GS2678 DC-DC Converter Module (DFR0205),DC-DC buck converter,Power,on_robot_baseline,1,Electrical / Mechanical,dimensions,46 x 50 x 20,mm,string,manufacturer-stated,Module size.,DFRobot / BillieBot repo,https://wiki.dfrobot.com/dfr0205/
DFRobot GS2678 DC-DC Converter Module (DFR0205),DC-DC buck converter,Power,on_robot_baseline,1,Electrical / Mechanical,billiebot_output_voltage,5,V,number,repo-configuration,Repo uses this module for the 5 V accessory rail.,DFRobot / BillieBot repo,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
Pololu D24V90F5 5 V 9 A Step-Down Regulator,DC-DC buck converter,Power,future_reserved,1,Electrical / Mechanical,input_voltage_range,5 to 38,V,range,manufacturer-stated,Operating input range.,Pololu,https://www.pololu.com/product/2866/specs
Pololu D24V90F5 5 V 9 A Step-Down Regulator,DC-DC buck converter,Power,future_reserved,1,Electrical / Mechanical,output_voltage,5,V,number,manufacturer-stated,Fixed output; 4% accuracy.,Pololu,https://www.pololu.com/product/2866/specs
Pololu D24V90F5 5 V 9 A Step-Down Regulator,DC-DC buck converter,Power,future_reserved,1,Electrical / Mechanical,continuous_output_current,9,A,number,manufacturer-stated,Typical headline rating; actual continuous current is thermally limited.,Pololu,https://www.pololu.com/product/2866/specs
Pololu D24V90F5 5 V 9 A Step-Down Regulator,DC-DC buck converter,Power,future_reserved,1,Electrical / Mechanical,efficiency_typical,80 to 95,%,range,manufacturer-stated,Depends on input voltage and load.,Pololu,https://www.pololu.com/product/2866/specs
Pololu D24V90F5 5 V 9 A Step-Down Regulator,DC-DC buck converter,Power,future_reserved,1,Electrical / Mechanical,dimensions,40.6 x 20.3 x 7.6,mm,string,manufacturer-stated,1.6 x 0.8 x 0.3 in.,Pololu,https://www.pololu.com/product/2866/specs
Pololu D24V90F5 5 V 9 A Step-Down Regulator,DC-DC buck converter,Power,future_reserved,1,Electrical / Mechanical,mass,4.8,g,number,manufacturer-stated,Without included hardware.,Pololu,https://www.pololu.com/product/2866/specs
Pololu D24V90F5 5 V 9 A Step-Down Regulator,DC-DC buck converter,Power,future_reserved,1,BillieBot configuration,role,reserved 5 V actuator / treat-dispenser rail,,string,repo-design,"Explicitly reserved for future actuator headroom, not required by MVP.",System Design,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
GL.iNet Opal GL-SFT1200 Router,Wi-Fi router,Support Segment,offboard_support,1,Mechanical,dimensions,118 x 85 x 30,mm,string,manufacturer-stated,Official product page.,GL.iNet,https://www.gl-inet.com/products/gl-sft1200/
GL.iNet Opal GL-SFT1200 Router,Wi-Fi router,Support Segment,offboard_support,1,Mechanical,mass,145,g,number,manufacturer-stated,Official product page.,GL.iNet,https://www.gl-inet.com/products/gl-sft1200/
GL.iNet Opal GL-SFT1200 Router,Wi-Fi router,Support Segment,offboard_support,1,Electrical,power_input,5 V / 3 A,,string,manufacturer-stated,USB-C input.,GL.iNet,https://www.gl-inet.com/products/gl-sft1200/
GL.iNet Opal GL-SFT1200 Router,Wi-Fi router,Support Segment,offboard_support,1,Electrical,power_consumption,<6,W,string,manufacturer-stated,Manufacturer limit/claim.,GL.iNet,https://www.gl-inet.com/products/gl-sft1200/
GL.iNet Opal GL-SFT1200 Router,Wi-Fi router,Support Segment,offboard_support,1,Compute,cpu,SF19A28 dual-core @ 1 GHz,,string,manufacturer-stated,Router CPU.,GL.iNet,https://www.gl-inet.com/products/gl-sft1200/
GL.iNet Opal GL-SFT1200 Router,Wi-Fi router,Support Segment,offboard_support,1,Compute,memory,128,MB,number,manufacturer-stated,DDR3.,GL.iNet,https://www.gl-inet.com/products/gl-sft1200/
GL.iNet Opal GL-SFT1200 Router,Wi-Fi router,Support Segment,offboard_support,1,Compute,storage,128,MB,number,manufacturer-stated,SPI NAND.,GL.iNet,https://www.gl-inet.com/products/gl-sft1200/
GL.iNet Opal GL-SFT1200 Router,Wi-Fi router,Support Segment,offboard_support,1,Networking,wifi_protocol,IEEE 802.11a/b/g/n/ac,,string,manufacturer-stated,Dual-band Wi-Fi.,GL.iNet,https://www.gl-inet.com/products/gl-sft1200/
GL.iNet Opal GL-SFT1200 Router,Wi-Fi router,Support Segment,offboard_support,1,Networking,wifi_speed_2_4ghz,300,Mbps,number,manufacturer-stated,Maximum PHY rate.,GL.iNet,https://www.gl-inet.com/products/gl-sft1200/
GL.iNet Opal GL-SFT1200 Router,Wi-Fi router,Support Segment,offboard_support,1,Networking,wifi_speed_5ghz,867,Mbps,number,manufacturer-stated,Maximum PHY rate.,GL.iNet,https://www.gl-inet.com/products/gl-sft1200/
GL.iNet Opal GL-SFT1200 Router,Wi-Fi router,Support Segment,offboard_support,1,Networking,ethernet_speed,1000,Mbps,number,manufacturer-stated,Gigabit Ethernet ports.,GL.iNet,https://www.gl-inet.com/products/gl-sft1200/
GL.iNet Opal GL-SFT1200 Router,Wi-Fi router,Support Segment,offboard_support,1,Environmental,operating_temperature,0 to 40,degC,range,manufacturer-stated,Working temperature.,GL.iNet,https://www.gl-inet.com/products/gl-sft1200/
Raspberry Pi Camera Module 2 (optional spare),Visible-light camera,Perception,optional_spare,1,Identification,sensor_model,Sony IMX219,,string,manufacturer-stated,Repo lists Pi Camera v2 as optional spare/rear/dock camera.,Raspberry Pi / System Design,https://www.raspberrypi.com/documentation/accessories/camera.html; https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
Raspberry Pi Camera Module 2 (optional spare),Visible-light camera,Perception,optional_spare,1,Mechanical,dimensions,25 x 24 x 9,mm,string,manufacturer-stated,Approximate.,Raspberry Pi / System Design,https://www.raspberrypi.com/documentation/accessories/camera.html; https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
Raspberry Pi Camera Module 2 (optional spare),Visible-light camera,Perception,optional_spare,1,Mechanical,mass,3,g,number,manufacturer-stated,Official Raspberry Pi camera table.,Raspberry Pi / System Design,https://www.raspberrypi.com/documentation/accessories/camera.html; https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
Raspberry Pi Camera Module 2 (optional spare),Visible-light camera,Perception,optional_spare,1,Optical,resolution,3280 x 2464,pixels,string,manufacturer-stated,8 MP sensor.,Raspberry Pi / System Design,https://www.raspberrypi.com/documentation/accessories/camera.html; https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
Raspberry Pi Camera Module 2 (optional spare),Visible-light camera,Perception,optional_spare,1,Optical,pixel_pitch,1.12 x 1.12,um,string,manufacturer-stated,Pixel size.,Raspberry Pi / System Design,https://www.raspberrypi.com/documentation/accessories/camera.html; https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
Raspberry Pi Camera Module 2 (optional spare),Visible-light camera,Perception,optional_spare,1,Optical,fov_horizontal,62.2,deg,number,manufacturer-stated,Standard module.,Raspberry Pi / System Design,https://www.raspberrypi.com/documentation/accessories/camera.html; https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
Raspberry Pi Camera Module 2 (optional spare),Visible-light camera,Perception,optional_spare,1,Optical,fov_vertical,48.8,deg,number,manufacturer-stated,Standard module.,Raspberry Pi / System Design,https://www.raspberrypi.com/documentation/accessories/camera.html; https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
Raspberry Pi Camera Module 2 (optional spare),Visible-light camera,Perception,optional_spare,1,Optical,focal_length,3.04,mm,number,manufacturer-stated,Standard module.,Raspberry Pi / System Design,https://www.raspberrypi.com/documentation/accessories/camera.html; https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
Raspberry Pi Camera Module 2 (optional spare),Visible-light camera,Perception,optional_spare,1,Optical,f_number,2.0,,number,manufacturer-stated,Focal ratio.,Raspberry Pi / System Design,https://www.raspberrypi.com/documentation/accessories/camera.html; https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
Raspberry Pi Camera Module 2 (optional spare),Visible-light camera,Perception,optional_spare,1,Optical,focus_range,0.10 to infinity,m,range,manufacturer-stated,Adjustable focus.,Raspberry Pi / System Design,https://www.raspberrypi.com/documentation/accessories/camera.html; https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
Knowles SPH0645LM4H-B I²S MEMS Microphone (optional spare),MEMS microphone,Audio,optional_spare,1,Acoustic / Electrical,interface,I2S PCM,,string,manufacturer-stated,Digital bottom-port MEMS microphone.,Knowles / System Design,https://investor.knowles.com/news/news-details/2015/Knowles-Introduces-the-Markets-Smallest-and-Most-Power-Efficient-Digital-MEMS-Microphone-with-I2S-Interface-06-02-2015/default.aspx; https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
Knowles SPH0645LM4H-B I²S MEMS Microphone (optional spare),MEMS microphone,Audio,optional_spare,1,Acoustic / Electrical,signal_to_noise_ratio,65,dBA,number,manufacturer-stated,Nominal.,Knowles / System Design,https://investor.knowles.com/news/news-details/2015/Knowles-Introduces-the-Markets-Smallest-and-Most-Power-Efficient-Digital-MEMS-Microphone-with-I2S-Interface-06-02-2015/default.aspx; https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
Knowles SPH0645LM4H-B I²S MEMS Microphone (optional spare),MEMS microphone,Audio,optional_spare,1,Acoustic / Electrical,bandwidth,18,kHz,number,manufacturer-stated,Knowles published technical data.,Knowles / System Design,https://investor.knowles.com/news/news-details/2015/Knowles-Introduces-the-Markets-Smallest-and-Most-Power-Efficient-Digital-MEMS-Microphone-with-I2S-Interface-06-02-2015/default.aspx; https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
Knowles SPH0645LM4H-B I²S MEMS Microphone (optional spare),MEMS microphone,Audio,optional_spare,1,Acoustic / Electrical,current_consumption,600,uA,number,manufacturer-stated,Published power-consumption current.,Knowles / System Design,https://investor.knowles.com/news/news-details/2015/Knowles-Introduces-the-Markets-Smallest-and-Most-Power-Efficient-Digital-MEMS-Microphone-with-I2S-Interface-06-02-2015/default.aspx; https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
Knowles SPH0645LM4H-B I²S MEMS Microphone (optional spare),MEMS microphone,Audio,optional_spare,1,Acoustic / Electrical,dimensions,3.50 x 2.65 x 0.98,mm,string,manufacturer-stated,MEMS package dimensions.,Knowles / System Design,https://investor.knowles.com/news/news-details/2015/Knowles-Introduces-the-Markets-Smallest-and-Most-Power-Efficient-Digital-MEMS-Microphone-with-I2S-Interface-06-02-2015/default.aspx; https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
850 nm IR Illuminator (exact SKU not selected),IR illuminator,Perception,planned_gap,1,Optical,wavelength,850,nm,number,repo-design,Repo explicitly identifies an 850 nm illuminator as a NoIR-camera hardware gap; exact module is not selected.,System Design,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
850 nm IR Illuminator (exact SKU not selected),IR illuminator,Perception,planned_gap,1,Electrical,power_estimate,1 to 3,W,range,engineering-estimate,Repo gives an approximate 1–3 W accessory-rail allowance; select a real module before treating this as a product specification.,System Design,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
850 nm IR Illuminator (exact SKU not selected),IR illuminator,Perception,planned_gap,1,Electrical,supply_rail,5,V,number,repo-design,Planned 5 V accessory rail with GPIO/MOSFET switching.,System Design,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
NVMe SSD 500 GB (model unspecified),Solid-state storage,Compute & Comms,on_robot_baseline,1,Storage,capacity,500,GB,number,repo-design,Repo specifies a 500 GB NVMe SSD with the Jetson but not the drive model/SKU.,System Design,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
NVMe SSD 500 GB (model unspecified),Solid-state storage,Compute & Comms,on_robot_baseline,1,Interface,interface,NVMe over M.2 Key-M / PCIe,,string,repo-design,Jetson developer kit provides an M.2 Key-M slot; exact drive generation and power are unresolved.,System Design,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
USB Hub (model unspecified),USB hub,Compute & Comms,on_robot_baseline,1,Identification,model,unspecified,,string,unresolved,"Repo allocates a USB hub to the Raspberry Pi 5 but does not identify make/model, port count, power mode, dimensions, or current rating.",System Design,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/BillieBot_System_Design.md
Battery-Sense Voltage Divider,Voltage divider,Power / Sensing,on_robot_baseline,1,Electrical,divider_ratio,6.0,:1,number,repo-configuration,Software assumes battery voltage is approximately six times ADC-node voltage; current repo notes require physical resistor verification.,base_driver.yaml / MEASURE_ME.md,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_base/config/base_driver.yaml; https://github.com/sean-mackenzie/billie-bot-claude/blob/main/docs/md/MEASURE_ME.md
Battery-Sense Voltage Divider,Voltage divider,Power / Sensing,on_robot_baseline,1,Interface,arduino_adc_pin,A0,,string,repo-configuration,Sensor Nano reads the divider midpoint on A0.,Sensor Nano README,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_sensor_tests/firmware/sensor_nano/README.md
Battery-Sense Voltage Divider,Voltage divider,Power / Sensing,on_robot_baseline,1,Timing,battery_stream_rate,5,Hz,number,repo-configuration,Sensor Nano emits averaged raw ADC count at 5 Hz.,Sensor Nano README,https://github.com/sean-mackenzie/billie-bot-claude/blob/main/billiebot_ws/src/billiebot_sensor_tests/firmware/sensor_nano/README.md
